tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
2,System.Windows.Media.Effects,BitmapEffectInput,AreaToApplyEffectUnits,return-type,public bool AreaToApplyEffectUnits { get; set; },public System.Windows.Media.BrushMappingMode AreaToApplyEffectUnits { get; set; },Change property type from bool to System.Windows.Media.BrushMappingMode (enum exists in Jalium.UI.Media)
2,System.Windows.Media.Effects,BlurBitmapEffect,CloneCurrentValue,return-type,inherited: public Jalium.UI.Media.Effects.BitmapEffect? CloneCurrentValue(),public new System.Windows.Media.Effects.BlurBitmapEffect CloneCurrentValue(),Add covariant override returning BlurBitmapEffect
2,System.Windows.Media.Effects,DropShadowBitmapEffect,CloneCurrentValue,return-type,inherited: public Jalium.UI.Media.Effects.BitmapEffect? CloneCurrentValue(),public new System.Windows.Media.Effects.DropShadowBitmapEffect CloneCurrentValue(),Add covariant override returning DropShadowBitmapEffect
2,System.Windows.Media.Effects,EmbossBitmapEffect,CloneCurrentValue,return-type,inherited: public Jalium.UI.Media.Effects.BitmapEffect? CloneCurrentValue(),public new System.Windows.Media.Effects.EmbossBitmapEffect CloneCurrentValue(),Add covariant override returning EmbossBitmapEffect
2,System.Windows.Media.Effects,OuterGlowBitmapEffect,CloneCurrentValue,return-type,inherited: public Jalium.UI.Media.Effects.BitmapEffect? CloneCurrentValue(),public new System.Windows.Media.Effects.OuterGlowBitmapEffect CloneCurrentValue(),Add covariant override returning OuterGlowBitmapEffect
2,System.Windows.Media.Effects,SamplingMode,SamplingMode.NearestNeighbor,default-value,NearestNeighbor = 1,NearestNeighbor = 0,"Reorder the Jalium enum members to NearestNeighbor, Bilinear, Auto (or assign explicit = 0/1/2) so NearestNeighbor==0 as in WPF. Enum underlying ints are serialized/cast and must be byte-identical for parity."
2,System.Windows.Media.Effects,SamplingMode,SamplingMode.Bilinear,default-value,Bilinear = 2,Bilinear = 1,"After reordering to WPF layout, Bilinear becomes 1 (currently 2)."
2,System.Windows.Media.Effects,SamplingMode,SamplingMode.Auto,default-value,Auto = 0,Auto = 2,"After reordering to WPF layout, Auto becomes 2 (currently 0). This is the most impactful mismatch since Auto is the common default."
2,System.Windows.Media.Effects,ShaderEffect,PixelShaderProperty,accessibility,public static readonly DependencyProperty PixelShaderProperty,protected static readonly System.Windows.DependencyProperty PixelShaderProperty,Reduce accessibility from public to protected to match WPF
2,System.Windows.Media.Effects,ShaderEffect,PixelShader,accessibility,public PixelShader? PixelShader { get; set; },protected System.Windows.Media.Effects.PixelShader PixelShader { get; set; },Reduce accessibility from public to protected to match WPF
2,System.Windows.Media.Imaging,BitmapCacheOption,BitmapCacheOption.OnDemand,default-value,OnDemand = 1,OnDemand = 0,In WPF OnDemand is an alias of Default (both = 0). Assign explicit values so OnDemand = 0.
2,System.Windows.Media.Imaging,BitmapCacheOption,BitmapCacheOption.OnLoad,default-value,OnLoad = 2,OnLoad = 1,"Assign explicit values Default=0, OnDemand=0, OnLoad=1, None=2 so OnLoad = 1."
2,System.Windows.Media.Imaging,BitmapCacheOption,BitmapCacheOption.None,default-value,None = 3,None = 2,Assign explicit values so None = 2 (currently implicit 3 because OnDemand is not aliased to Default).
2,System.Windows.Media.Imaging,BitmapCodecInfo,BitmapCodecInfo(),accessibility,public class BitmapCodecInfo (non-abstract; implicit public parameterless ctor),public abstract class BitmapCodecInfo { protected BitmapCodecInfo() },Mark the class abstract and declare a protected parameterless constructor; WPF's BitmapCodecInfo cannot be instantiated directly.
2,System.Windows.Media.Imaging,BitmapDecoder,Frames,return-type,public abstract IReadOnlyList<BitmapFrame> Frames { get; },public virtual System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Media.Imaging.BitmapFrame> Frames { get; },Return ReadOnlyCollection<BitmapFrame>; WPF also supplies a virtual default rather than making it abstract.
2,System.Windows.Media.Imaging,BitmapDecoder,ColorContexts,return-type,public virtual IReadOnlyList<ColorContext>? ColorContexts { get; },public virtual System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Media.ColorContext> ColorContexts { get; },Return ReadOnlyCollection<ColorContext> to match WPF.
2,System.Windows.Media.Imaging,BitmapEncoder,ColorContexts,return-type,public virtual ColorContext? ColorContexts { get; set; },public virtual System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Media.ColorContext> ColorContexts { get; set; },"Change property type to ReadOnlyCollection<ColorContext> (a collection, not a single ColorContext)."
2,System.Windows.Media.Imaging,BitmapEncoder,Frames,accessibility,public IList<BitmapFrame> Frames { get; },public virtual System.Collections.Generic.IList<System.Windows.Media.Imaging.BitmapFrame> Frames { get; set; },"Add a public setter (and make virtual) to match WPF's settable, virtual Frames."
2,System.Windows.Media.Imaging,BitmapFrame,ColorContexts,return-type,public virtual IReadOnlyList<ColorContext>? ColorContexts { get; },public abstract System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Media.ColorContext> ColorContexts { get; },Return ReadOnlyCollection<ColorContext> to match WPF.
2,System.Windows.Media.Imaging,BitmapImage,class BitmapImage,kind-mismatch,"public sealed class BitmapImage : ImageSource, IDisposable, IReclaimableResource","public sealed partial class BitmapImage : BitmapSource, ISupportInitialize, IUriContext",Namespace should be Jalium.UI.Media.Imaging; base should be BitmapSource (not ImageSource); implement ISupportInitialize + IUriContext instead of IDisposable/IReclaimableResource.
2,System.Windows.Media.Imaging,BitmapMetadata,Author,return-type,public IReadOnlyCollection<string>? Author { get; set; },public System.Collections.ObjectModel.ReadOnlyCollection<string> Author { get; set; },Use ReadOnlyCollection<string> to match WPF.
2,System.Windows.Media.Imaging,BitmapMetadata,Keywords,return-type,public IReadOnlyCollection<string>? Keywords { get; set; },public System.Collections.ObjectModel.ReadOnlyCollection<string> Keywords { get; set; },Use ReadOnlyCollection<string> to match WPF.
2,System.Windows.Media.Imaging,BitmapSource,"CopyPixels(pixels, stride, offset)",param-type,"public virtual void CopyPixels(byte[] pixels, int stride, int offset)","public virtual void CopyPixels(System.Array pixels, int stride, int offset)",Widen the first parameter to System.Array to match WPF (accepts any array element type).
2,System.Windows.Media.Imaging,BitmapSource,"CopyPixels(sourceRect, pixels, stride, offset)",param-type,"public virtual void CopyPixels(Int32Rect sourceRect, byte[] pixels, int stride, int offset)","public virtual void CopyPixels(System.Windows.Int32Rect sourceRect, System.Array pixels, int stride, int offset)",Widen the pixels parameter to System.Array to match WPF.
2,System.Windows.Media.Imaging,InPlaceBitmapMetadataWriter,Clone,return-type,public BitmapMetadata Clone()  (inherited from base BitmapMetadata; no covariant override on InPlaceBitmapMetadataWriter),public new System.Windows.Media.Imaging.InPlaceBitmapMetadataWriter Clone(),Add 'public new InPlaceBitmapMetadataWriter Clone()' returning the derived type to match WPF's covariant Clone.
2,System.Windows.Media.Imaging,RenderTargetBitmap,Clear,param-count,public void Clear(Color color),public void Clear(),Add a parameterless Clear() that clears the render target (WPF clears to transparent). Jalium's Clear(Color) is an extra and does not satisfy the WPF Clear() signature.
2,System.Windows.Media.Imaging,WriteableBitmap,.ctor,param-type,"public WriteableBitmap(int pixelWidth, int pixelHeight, double dpiX, double dpiY, PixelFormat pixelFormat, object? palette)","public WriteableBitmap(int pixelWidth, int pixelHeight, double dpiX, double dpiY, System.Windows.Media.PixelFormat pixelFormat, System.Windows.Media.Imaging.BitmapPalette palette)",Change the last parameter from 'object? palette' to the existing Jalium.UI.Media.Imaging.BitmapPalette type to match WPF.
2,System.Windows.Media.Imaging,WriteableBitmap,TryLock,param-type,public bool TryLock(System.TimeSpan timeout),public bool TryLock(System.Windows.Duration timeout),Change the parameter type from System.TimeSpan to Jalium.UI.Duration (Jalium already defines a Duration struct) to match WPF's TryLock(Duration).
2,System.Windows.Media.TextFormatting,CultureSpecificCharacterBufferRange,CultureSpecificCharacterBufferRange(.ctor),param-count,"public CultureSpecificCharacterBufferRange(System.Globalization.CultureInfo? cultureInfo, Jalium.UI.Media.TextFormatting.CharacterBufferReference characterBufferRange, int length)","public CultureSpecificCharacterBufferRange(System.Globalization.CultureInfo culture, System.Windows.Media.TextFormatting.CharacterBufferRange characterBufferRange)","Add the missing CharacterBufferRange struct and change the ctor to 2 params (CultureInfo, CharacterBufferRange); drop the extra int length parameter (length is carried by CharacterBufferRange in WPF)."
2,System.Windows.Media.TextFormatting,CultureSpecificCharacterBufferRange,CharacterBufferRange,return-type,public Jalium.UI.Media.TextFormatting.CharacterBufferReference CharacterBufferRange { get; },public System.Windows.Media.TextFormatting.CharacterBufferRange CharacterBufferRange { get; },Change the CharacterBufferRange property to return the CharacterBufferRange struct (once added) rather than CharacterBufferReference.
2,System.Windows.Media.TextFormatting,TextLine,GetTextRunSpans,return-type,public abstract System.Collections.Generic.IList<Jalium.UI.Media.TextFormatting.TextRun> GetTextRunSpans(),public abstract System.Collections.Generic.IList<System.Windows.Media.TextFormatting.TextSpan<System.Windows.Media.TextFormatting.TextRun>> GetTextRunSpans(),Return IList<TextSpan<TextRun>> to match WPF; each entry must carry a per-run length via TextSpan<T>.
2,System.Windows.Threading,Dispatcher,ExitAllFrames,static,public void ExitAllFrames(),public static void ExitAllFrames(),Make ExitAllFrames() static to match WPF.
2,System.Windows.Threading,Dispatcher,PushFrame,static,public void PushFrame(Jalium.UI.Threading.DispatcherFrame frame),public static void PushFrame(System.Windows.Threading.DispatcherFrame frame),Make PushFrame(DispatcherFrame) static to match WPF.
2,System.Windows.Threading,Dispatcher,Run,static,public void Run(),public static void Run(),Make Run() static to match WPF.
2,System.Windows.Threading,Dispatcher,BeginInvokeShutdown,param-count,public void BeginInvokeShutdown(),public void BeginInvokeShutdown(System.Windows.Threading.DispatcherPriority priority),Add a DispatcherPriority parameter so shutdown can be posted at a chosen priority.
2,System.Windows.Threading,Dispatcher,InvokeAsync,return-type,public System.Threading.Tasks.Task InvokeAsync(System.Action callback),public System.Windows.Threading.DispatcherOperation InvokeAsync(System.Action callback),"WPF InvokeAsync returns DispatcherOperation, not Task; change return type."
2,System.Windows.Threading,Dispatcher,InvokeAsync,return-type,"public System.Threading.Tasks.Task InvokeAsync(System.Action callback, System.Windows.Threading.DispatcherPriority priority)","public System.Windows.Threading.DispatcherOperation InvokeAsync(System.Action callback, System.Windows.Threading.DispatcherPriority priority)",Return DispatcherOperation instead of Task.
2,System.Windows.Threading,Dispatcher,InvokeAsync<TResult>,return-type,public System.Threading.Tasks.Task<TResult> InvokeAsync<TResult>(System.Func<TResult> callback),public System.Windows.Threading.DispatcherOperation<TResult> InvokeAsync<TResult>(System.Func<TResult> callback),Return DispatcherOperation<TResult> instead of Task<TResult> (requires adding DispatcherOperation<TResult>).
2,System.Windows.Threading,Dispatcher,InvokeAsync<TResult>,return-type,"public System.Threading.Tasks.Task<TResult> InvokeAsync<TResult>(System.Func<TResult> callback, System.Windows.Threading.DispatcherPriority priority)","public System.Windows.Threading.DispatcherOperation<TResult> InvokeAsync<TResult>(System.Func<TResult> callback, System.Windows.Threading.DispatcherPriority priority)",Return DispatcherOperation<TResult> instead of Task<TResult>.
2,System.Windows.Threading,DispatcherHooks,OperationPosted,param-type,public event System.EventHandler OperationPosted,public event System.Windows.Threading.DispatcherHookEventHandler OperationPosted,Change delegate type to DispatcherHookEventHandler and raise with DispatcherHookEventArgs(operation).
2,System.Windows.Threading,DispatcherHooks,OperationCompleted,param-type,public event System.EventHandler OperationCompleted,public event System.Windows.Threading.DispatcherHookEventHandler OperationCompleted,Change delegate type to DispatcherHookEventHandler and raise with DispatcherHookEventArgs(operation).
2,System.Windows.Threading,DispatcherHooks,OperationAborted,param-type,public event System.EventHandler OperationAborted,public event System.Windows.Threading.DispatcherHookEventHandler OperationAborted,Change delegate type to DispatcherHookEventHandler and raise with DispatcherHookEventArgs(operation).
2,System.Windows.Threading,DispatcherHooks,OperationPriorityChanged,param-type,public event System.EventHandler OperationPriorityChanged,public event System.Windows.Threading.DispatcherHookEventHandler OperationPriorityChanged,Change delegate type to DispatcherHookEventHandler and raise with DispatcherHookEventArgs(operation).
3,?,Color,A,accessibility,public byte A { get; },public byte A { get; set; },WPF Color is a mutable struct; add a public setter (or drop `readonly` on the struct) so A is assignable.
3,?,Color,R,accessibility,public byte R { get; },public byte R { get; set; },Add a public setter; WPF exposes R as settable.
3,?,Color,G,accessibility,public byte G { get; },public byte G { get; set; },Add a public setter; WPF exposes G as settable.
3,?,Color,B,accessibility,public byte B { get; },public byte B { get; set; },Add a public setter; WPF exposes B as settable.
3,?,Color,ScA,accessibility,public float ScA { get; },public float ScA { get; set; },Add a public setter; WPF exposes ScA as settable (linear alpha).
3,?,Color,ScR,accessibility,public float ScR { get; },public float ScR { get; set; },Add a public setter; WPF exposes ScR as settable (linear red).
3,?,Color,ScG,accessibility,public float ScG { get; },public float ScG { get; set; },Add a public setter; WPF exposes ScG as settable (linear green).
3,?,Color,ScB,accessibility,public float ScB { get; },public float ScB { get; set; },Add a public setter; WPF exposes ScB as settable (linear blue).
3,?,CombinedGeometry,Clone,return-type,public override Geometry Clone(),public new System.Windows.Media.CombinedGeometry Clone(),WPF exposes a strongly-typed `new CombinedGeometry Clone()`; Jalium overrides the base returning `Geometry`. Add a shadowing `new CombinedGeometry Clone()` (or a covariant return) for a statically-typed clone.
3,?,CompositionTarget,CompositionTarget,kind-mismatch,public static partial class CompositionTarget,"public abstract partial class CompositionTarget : System.Windows.Threading.DispatcherObject, System.IDisposable",WPF's CompositionTarget is an ABSTRACT per-render-target INSTANCE type (base of HwndTarget etc.) carrying RootVisual/TransformToDevice/TransformFromDevice/Dispose. Jalium repurposed the name as a STATIC central frame-timer/clock. A static class cannot host the instance render-target API; true parity needs a separate abstract CompositionTarget instance type (in Jalium.UI.Media).
3,Microsoft.Win32,FileDialog,FileOk,param-type,public event System.EventHandler? FileOk,public event System.ComponentModel.CancelEventHandler FileOk,"Change the event delegate to System.ComponentModel.CancelEventHandler and raise it with a CancelEventArgs (WPF's OnItemOk(CancelEventArgs)) so subscribers can veto the OK. Jalium currently raises via parameterless OnFileOk(), so cancellation is impossible."
3,Microsoft.Win32,FileDialogCustomPlace,Path,return-type,public string? Path { get; set; },public string Path { get; },Make Path a non-nullable get-only property (value supplied via ctor) to match WPF; the extra public setter and nullable return type diverge from WPF.
3,System.Windows.Annotations,Annotation,Annotation(annotationType),param-type,public Annotation(System.Xml.Linq.XName annotationType),public Annotation(System.Xml.XmlQualifiedName annotationType),Change parameter type from System.Xml.Linq.XName to System.Xml.XmlQualifiedName.
3,System.Windows.Annotations,Annotation,"Annotation(annotationType, id, creationTime, lastModificationTime)",param-type,"public Annotation(System.Xml.Linq.XName annotationType, System.Guid id, System.DateTime creationTime, System.DateTime lastModificationTime)","public Annotation(System.Xml.XmlQualifiedName annotationType, System.Guid id, System.DateTime creationTime, System.DateTime lastModificationTime)",Change first parameter type from System.Xml.Linq.XName to System.Xml.XmlQualifiedName.
3,System.Windows.Annotations,Annotation,AnnotationType,return-type,public System.Xml.Linq.XName AnnotationType { get; },public System.Xml.XmlQualifiedName AnnotationType { get; },Change property type to System.Xml.XmlQualifiedName.
3,System.Windows.Annotations,Annotation,Anchors,return-type,public System.Collections.Generic.List<AnnotationResource> Anchors { get; },public System.Collections.ObjectModel.Collection<AnnotationResource> Anchors { get; },Change property type to Collection<AnnotationResource>.
3,System.Windows.Annotations,Annotation,Authors,return-type,public System.Collections.Generic.List<string> Authors { get; },public System.Collections.ObjectModel.Collection<string> Authors { get; },Change property type to Collection<string>.
3,System.Windows.Annotations,Annotation,Cargos,return-type,public System.Collections.Generic.List<AnnotationResource> Cargos { get; },public System.Collections.ObjectModel.Collection<AnnotationResource> Cargos { get; },Change property type to Collection<AnnotationResource>.
3,System.Windows.Annotations,Annotation,AnchorChanged,param-type,public event System.EventHandler AnchorChanged,public event System.Windows.Annotations.AnnotationResourceChangedEventHandler AnchorChanged,Introduce AnnotationResourceChangedEventHandler + AnnotationResourceChangedEventArgs and retype the event.
3,System.Windows.Annotations,Annotation,CargoChanged,param-type,public event System.EventHandler CargoChanged,public event System.Windows.Annotations.AnnotationResourceChangedEventHandler CargoChanged,Retype the event to AnnotationResourceChangedEventHandler.
3,System.Windows.Annotations,Annotation,AuthorChanged,param-type,public event System.EventHandler AuthorChanged,public event System.Windows.Annotations.AnnotationAuthorChangedEventHandler AuthorChanged,Introduce AnnotationAuthorChangedEventHandler + AnnotationAuthorChangedEventArgs and retype the event.
3,System.Windows.Annotations,AnnotationResource,Contents,return-type,public System.Collections.Generic.List<System.Xml.Linq.XElement> Contents { get; },public System.Collections.ObjectModel.Collection<System.Xml.XmlElement> Contents { get; },Change property type to Collection<System.Xml.XmlElement> (both container and element type differ).
3,System.Windows.Annotations,AnnotationService,class AnnotationService (base type),kind-mismatch,public sealed class AnnotationService : System.IDisposable,public sealed partial class AnnotationService : System.Windows.Threading.DispatcherObject,"WPF derives from DispatcherObject and does not implement IDisposable; align base type (Enable/Disable is the WPF lifecycle, not Dispose)."
3,System.Windows.Annotations.Storage,AnnotationStore,DeleteAnnotation,return-type,public abstract void DeleteAnnotation(System.Guid annotationId),public abstract Annotation DeleteAnnotation(System.Guid annotationId),Change return type from void to Annotation and return the deleted annotation (callers rely on the removed instance).
3,System.Windows.Annotations.Storage,AnnotationStore,StoreContentChanged,param-type,public event EventHandler<AnnotationStoreChangedEventArgs>? StoreContentChanged,public event StoreContentChangedEventHandler StoreContentChanged (args: StoreContentChangedEventArgs),Introduce WPF's StoreContentChangedEventArgs + StoreContentChangedEventHandler delegate and use them here instead of the renamed AnnotationStoreChangedEventArgs / generic EventHandler<>.
3,System.Windows.Annotations.Storage,AnnotationStore,OnStoreContentChanged,param-type,protected void OnStoreContentChanged(AnnotationStoreChangedEventArgs e),protected virtual void OnStoreContentChanged(StoreContentChangedEventArgs e),Change the parameter type to StoreContentChangedEventArgs and mark the method virtual so derived stores (XmlStreamStore) can override it as in WPF.
3,System.Windows.Annotations.Storage,XmlStreamStore,DeleteAnnotation,return-type,public override void DeleteAnnotation(System.Guid annotationId),public override Annotation DeleteAnnotation(System.Guid annotationId),Change return type from void to Annotation and return the removed annotation (requires base AnnotationStore.DeleteAnnotation to also return Annotation).
3,System.Windows.Automation,IsOffscreenBehavior,IsOffscreenBehavior.Onscreen,default-value,"Onscreen = 2 (declared 3rd, after Offscreen; no explicit value)",Onscreen = 1,"Enum members are declared as Default, Offscreen, Onscreen, FromClip so Onscreen implicitly = 2. WPF has Onscreen = 1. Reorder so Onscreen precedes Offscreen (Default, Onscreen, Offscreen, FromClip) or assign explicit values to match WPF ordinals."
3,System.Windows.Automation,IsOffscreenBehavior,IsOffscreenBehavior.Offscreen,default-value,"Offscreen = 1 (declared 2nd, before Onscreen; no explicit value)",Offscreen = 2,Jalium declares Offscreen before Onscreen so Offscreen implicitly = 1. WPF has Offscreen = 2. Swap the declaration order of Onscreen/Offscreen (or assign explicit values) so Onscreen=1 and Offscreen=2 as in WPF.
3,System.Windows.Automation.Peers,AutomationPeer,ListenerExists,param-count,public static bool ListenerExists(),public static bool ListenerExists(System.Windows.Automation.Peers.AutomationEvents eventId),Add the AutomationEvents eventId parameter so callers can query per-event listener state as in WPF.
3,System.Windows.Automation.Peers,AutomationPeer,GetPattern,kind-mismatch,"public object? GetPattern(System.Windows.Automation.Peers.PatternInterface patternInterface)  // concrete, delegates to non-WPF GetPatternCore",public abstract object GetPattern(System.Windows.Automation.Peers.PatternInterface patternInterface),"WPF declares GetPattern abstract (subclasses override GetPattern directly; there is no GetPatternCore). Jalium instead makes GetPattern concrete and routes through a non-WPF protected virtual GetPatternCore. Caller-compatible, but the extensibility contract differs from WPF."
3,System.Windows.Automation.Peers,ButtonAutomationPeer,ButtonAutomationPeer (class declaration),kind-mismatch,"public sealed class ButtonAutomationPeer : FrameworkElementAutomationPeer, IInvokeProvider","public partial class ButtonAutomationPeer : ButtonBaseAutomationPeer, IInvokeProvider",Derive from ButtonBaseAutomationPeer (not FrameworkElementAutomationPeer) so `peer is ButtonBaseAutomationPeer` holds; also WPF type is non-sealed (Jalium marks it sealed).
3,System.Windows.Automation.Peers,ButtonBaseAutomationPeer,ButtonBaseAutomationPeer (class declaration),kind-mismatch,"public class ButtonBaseAutomationPeer : FrameworkElementAutomationPeer, IInvokeProvider",public abstract partial class ButtonBaseAutomationPeer : FrameworkElementAutomationPeer,"WPF type is abstract; make Jalium abstract. WPF ButtonBaseAutomationPeer does NOT implement IInvokeProvider (Invoke lives on Button/RepeatButton/ToggleButton subclasses) - Jalium adds IInvokeProvider on the base, deviating from WPF."
3,System.Windows.Automation.Peers,ButtonBaseAutomationPeer,ButtonBaseAutomationPeer(ButtonBase owner),accessibility,public ButtonBaseAutomationPeer(ButtonBase owner),protected ButtonBaseAutomationPeer(ButtonBase owner),WPF ctor is protected (abstract base); Jalium exposes it public. Make protected once the class is abstract.
3,System.Windows.Automation.Peers,CalendarAutomationPeer,CalendarAutomationPeer (class declaration),kind-mismatch,public sealed class CalendarAutomationPeer : FrameworkElementAutomationPeer,"public sealed partial class CalendarAutomationPeer : FrameworkElementAutomationPeer, IGridProvider, IItemContainerProvider, IMultipleViewProvider, ISelectionProvider, ITableProvider","Jalium implements ZERO provider interfaces. Implement ISelectionProvider (exists in Jalium.UI.Automation) plus IGridProvider/IItemContainerProvider/IMultipleViewProvider/ITableProvider - none of which are defined in Jalium.UI.Automation yet and must be added first, along with the RowOrColumnMajor enum."
3,System.Windows.Automation.Peers,CheckBoxAutomationPeer,CheckBoxAutomationPeer (class declaration),kind-mismatch,public sealed class CheckBoxAutomationPeer : ToggleButtonAutomationPeer,public partial class CheckBoxAutomationPeer : ToggleButtonAutomationPeer,WPF type is non-sealed (inheritable); Jalium marks it sealed. Otherwise base (ToggleButtonAutomationPeer) matches.
3,System.Windows.Automation.Peers,ComboBoxAutomationPeer,ComboBoxAutomationPeer (class declaration),kind-mismatch,"public sealed class ComboBoxAutomationPeer : FrameworkElementAutomationPeer, IExpandCollapseProvider, ISelectionProvider","public partial class ComboBoxAutomationPeer : SelectorAutomationPeer, IExpandCollapseProvider, IValueProvider","WPF derives from SelectorAutomationPeer (gives ISelectionProvider + item peers) and implements IValueProvider. Jalium derives from FrameworkElementAutomationPeer, implements ISelectionProvider directly (ok) but is MISSING IValueProvider. Add IValueProvider; WPF is non-sealed. SelectorAutomationPeer base type does not exist in Jalium."
3,System.Windows.Automation.Peers,ContentElementAutomationPeer,.ctor,param-count,"public ContentElementAutomationPeer(UIElement hostElement, DependencyObject contentElement)",public ContentElementAutomationPeer(System.Windows.ContentElement owner),"WPF takes a single ContentElement owner; Jalium requires a UIElement host plus a DependencyObject content element (and exposes it as ContentElement, not Owner). Align to the WPF single-arg ctor + public ContentElement Owner property."
3,System.Windows.Automation.Peers,DataGridAutomationPeer,DataGridAutomationPeer (class declaration),kind-mismatch,"public sealed class DataGridAutomationPeer : FrameworkElementAutomationPeer, ISelectionProvider","public sealed partial class DataGridAutomationPeer : ItemsControlAutomationPeer, IGridProvider, ISelectionProvider, ITableProvider","Add IGridProvider + ITableProvider (undefined in Jalium.UI.Automation - must be created, plus RowOrColumnMajor enum). WPF base ItemsControlAutomationPeer (with CreateItemAutomationPeer) does not exist in Jalium; the Jalium ItemsControlAutomationPeer is an unrelated sealed leaf peer."
3,System.Windows.Automation.Peers,DataGridColumnHeaderAutomationPeer,DataGridColumnHeaderAutomationPeer (class declaration),kind-mismatch,public sealed class DataGridColumnHeaderAutomationPeer : FrameworkElementAutomationPeer,public sealed partial class DataGridColumnHeaderAutomationPeer : ButtonBaseAutomationPeer,"WPF derives from ButtonBaseAutomationPeer; Jalium derives from FrameworkElementAutomationPeer, so `peer is ButtonBaseAutomationPeer` fails and inherited button accelerator/name semantics are lost."
3,System.Windows.Automation.Peers,DatePickerAutomationPeer,DatePickerAutomationPeer (class declaration),kind-mismatch,"public sealed class DatePickerAutomationPeer : FrameworkElementAutomationPeer, IValueProvider","public sealed partial class DatePickerAutomationPeer : FrameworkElementAutomationPeer, IExpandCollapseProvider, IValueProvider",Base matches. Add missing IExpandCollapseProvider (interface exists in Jalium.UI.Automation) so the drop-down calendar exposes the ExpandCollapse pattern.
3,System.Windows.Automation.Peers,GenericRootAutomationPeer,(base class),kind-mismatch,public sealed class GenericRootAutomationPeer : AutomationPeer,public partial class GenericRootAutomationPeer : System.Windows.Automation.Peers.UIElementAutomationPeer,Rebase GenericRootAutomationPeer on UIElementAutomationPeer (as WPF does) so it inherits the UIElement peer's Owner/factory/overrides; also drop 'sealed' to match WPF.
3,System.Windows.Automation.Peers,ItemsControlAutomationPeer,ItemsControlAutomationPeer (class),kind-mismatch,public sealed class ItemsControlAutomationPeer : FrameworkElementAutomationPeer,"public abstract partial class ItemsControlAutomationPeer : FrameworkElementAutomationPeer, IItemContainerProvider","WPF type is an abstract base (with abstract CreateItemAutomationPeer) that all items-control peers derive from; Jalium's is a sealed concrete peer with no item-peer factory. Make it abstract and introduce an ItemAutomationPeer hierarchy, or document the divergence."
3,System.Windows.Automation.Peers,ItemsControlAutomationPeer,.ctor(ItemsControl owner),accessibility,public ItemsControlAutomationPeer(ItemsControl owner),protected ItemsControlAutomationPeer(System.Windows.Controls.ItemsControl owner),WPF ctor is protected (abstract class); Jalium exposes it public. Reduce to protected if the type becomes abstract.
3,System.Windows.Automation.Peers,ListBoxAutomationPeer,ListBoxAutomationPeer,kind-mismatch,"public sealed class ListBoxAutomationPeer : FrameworkElementAutomationPeer, ISelectionProvider",public class ListBoxAutomationPeer : SelectorAutomationPeer,WPF derives from SelectorAutomationPeer (=> ItemsControlAutomationPeer). Jalium flattens to FrameworkElementAutomationPeer and re-implements ISelectionProvider inline. Introduce a SelectorAutomationPeer base so ListBox/TabControl inherit Selection + CreateItemAutomationPeer.
3,System.Windows.Automation.Peers,ListBoxItemAutomationPeer,.ctor,param-count,public ListBoxItemAutomationPeer(ListBoxItem owner),"public ListBoxItemAutomationPeer(object owner, System.Windows.Automation.Peers.SelectorAutomationPeer selectorAutomationPeer)",WPF item peer takes the wrapped item (object) plus its owning SelectorAutomationPeer; Jalium takes the ListBoxItem container directly. Diverges because Jalium has no SelectorItemAutomationPeer/ItemAutomationPeer hierarchy.
3,System.Windows.Automation.Peers,ListBoxItemAutomationPeer,ListBoxItemAutomationPeer,kind-mismatch,"public sealed class ListBoxItemAutomationPeer : FrameworkElementAutomationPeer, ISelectionItemProvider, IScrollItemProvider","public class ListBoxItemAutomationPeer : SelectorItemAutomationPeer, IScrollItemProvider",Reparent onto a SelectorItemAutomationPeer base (currently missing) instead of implementing ISelectionItemProvider inline on FrameworkElementAutomationPeer.
3,System.Windows.Automation.Peers,ListViewAutomationPeer,ListViewAutomationPeer,kind-mismatch,"public sealed class ListViewAutomationPeer : FrameworkElementAutomationPeer, ISelectionProvider",public class ListViewAutomationPeer : ListBoxAutomationPeer,"WPF derives from ListBoxAutomationPeer; Jalium derives directly from FrameworkElementAutomationPeer, losing the ListBox/Selector chain and View-specific peer delegation."
3,System.Windows.Automation.Peers,NavigationWindowAutomationPeer,NavigationWindowAutomationPeer,kind-mismatch,public sealed class NavigationWindowAutomationPeer : FrameworkElementAutomationPeer,public class NavigationWindowAutomationPeer : WindowAutomationPeer,WPF derives from WindowAutomationPeer (which exists in Jalium at Jalium.UI.Controls.Automation.WindowAutomationPeer). Reparent Jalium's NavigationWindowAutomationPeer onto WindowAutomationPeer to inherit window naming/focus behavior.
3,System.Windows.Automation.Peers,PasswordBoxAutomationPeer,PasswordBoxAutomationPeer,kind-mismatch,"public sealed class PasswordBoxAutomationPeer : FrameworkElementAutomationPeer, IValueProvider","public class PasswordBoxAutomationPeer : TextAutomationPeer, IValueProvider",WPF base is TextAutomationPeer (missing in Jalium). Add TextAutomationPeer base or note the divergence.
